,song,album,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
808,To Be With You - 2010 Remastered Version,Lean Into It [Expanded],Mr. Big,65,3Mmt6Xk0H6VR92PEp6x3hP,False,0.688,0.375,4,-9.601,1,0.0535,0.286,0.0,0.133,0.45,83.635,audio_features,3Mmt6Xk0H6VR92PEp6x3hP,spotify:track:3Mmt6Xk0H6VR92PEp6x3hP,https://api.spotify.com/v1/tracks/3Mmt6Xk0H6VR92PEp6x3hP,https://api.spotify.com/v1/audio-analysis/3Mmt6Xk0H6VR92PEp6x3hP,210480,4
809,To Be With You,"Big, Bigger, Biggest! The Best Of Mr. Big",Mr. Big,54,3bP47tw8MOgtrwdO1iahVl,False,0.693,0.408,4,-7.999,1,0.0442,0.346,0.0,0.146,0.479,83.646,audio_features,3bP47tw8MOgtrwdO1iahVl,spotify:track:3bP47tw8MOgtrwdO1iahVl,https://api.spotify.com/v1/tracks/3bP47tw8MOgtrwdO1iahVl,https://api.spotify.com/v1/audio-analysis/3bP47tw8MOgtrwdO1iahVl,207200,4
810,Save The Best For Last,The Comfort Zone,Vanessa Williams,66,7okbmgA8lRBGl5limZ7LFM,False,0.528,0.234,3,-15.784,1,0.0283,0.641,0.0,0.183,0.191,95.911,audio_features,7okbmgA8lRBGl5limZ7LFM,spotify:track:7okbmgA8lRBGl5limZ7LFM,https://api.spotify.com/v1/tracks/7okbmgA8lRBGl5limZ7LFM,https://api.spotify.com/v1/audio-analysis/7okbmgA8lRBGl5limZ7LFM,218733,4
811,Save The Best For Last,The Best Of Vanessa Williams 20th Century Masters The Millennium Collection,Vanessa Williams,53,4yRUjOBsj0cpjabtum0fML,False,0.529,0.268,3,-14.49,1,0.0274,0.609,0.0,0.2,0.223,95.999,audio_features,4yRUjOBsj0cpjabtum0fML,spotify:track:4yRUjOBsj0cpjabtum0fML,https://api.spotify.com/v1/tracks/4yRUjOBsj0cpjabtum0fML,https://api.spotify.com/v1/audio-analysis/4yRUjOBsj0cpjabtum0fML,219133,4
812,Save The Best For Last,20 #1's: 90's R&B,Various Artists,14,5uAIpuUTyo0BrmmGLv6Bnm,False,0.528,0.332,3,-11.394,1,0.026,0.63,0.0,0.171,0.211,95.994,audio_features,5uAIpuUTyo0BrmmGLv6Bnm,spotify:track:5uAIpuUTyo0BrmmGLv6Bnm,https://api.spotify.com/v1/tracks/5uAIpuUTyo0BrmmGLv6Bnm,https://api.spotify.com/v1/audio-analysis/5uAIpuUTyo0BrmmGLv6Bnm,219253,4
813,Save The Best For Last,90s R&B Slow Jams,Various Artists,12,70qH3muXCT4ZeA7AOLmLn5,False,0.531,0.297,3,-12.742,1,0.0266,0.648,0.0,0.2,0.225,95.972,audio_features,70qH3muXCT4ZeA7AOLmLn5,spotify:track:70qH3muXCT4ZeA7AOLmLn5,https://api.spotify.com/v1/tracks/70qH3muXCT4ZeA7AOLmLn5,https://api.spotify.com/v1/audio-analysis/70qH3muXCT4ZeA7AOLmLn5,219147,4
814,Jump - 2015 Remaster,1984 (Remastered),Van Halen,78,7N3PAbqfTjSEU1edb2tY8j,False,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600,4
815,Jump,Best of Volume 1,Van Halen,61,6Fba9RZtC6vTY814JToDtP,False,0.542,0.822,0,-7.201,1,0.0291,0.0745,0.00947,0.0645,0.772,130.011,audio_features,6Fba9RZtC6vTY814JToDtP,spotify:track:6Fba9RZtC6vTY814JToDtP,https://api.spotify.com/v1/tracks/6Fba9RZtC6vTY814JToDtP,https://api.spotify.com/v1/audio-analysis/6Fba9RZtC6vTY814JToDtP,239560,4
816,How Do You Talk To An Angel?,The Heights,The Heights,51,2QVHmiFTjFsHyxONRdbkcq,False,0.404,0.51,9,-11.353,1,0.0321,0.281,6.32e-06,0.0789,0.526,80.643,audio_features,2QVHmiFTjFsHyxONRdbkcq,spotify:track:2QVHmiFTjFsHyxONRdbkcq,https://api.spotify.com/v1/tracks/2QVHmiFTjFsHyxONRdbkcq,https://api.spotify.com/v1/audio-analysis/2QVHmiFTjFsHyxONRdbkcq,227267,4
817,How Do You Talk To An Angel (As Heard on Beverly Hills 90210) (Re-Recorded / Remastered),Modern Rock - Sound Of The 90s & 00s Alternative Rock,90s & 00s DJ Top Picks,8,4buyECQgJ5HIM457t7d5J2,False,0.555,0.378,9,-11.79,1,0.0289,0.0457,6.02e-06,0.107,0.369,80.892,audio_features,4buyECQgJ5HIM457t7d5J2,spotify:track:4buyECQgJ5HIM457t7d5J2,https://api.spotify.com/v1/tracks/4buyECQgJ5HIM457t7d5J2,https://api.spotify.com/v1/audio-analysis/4buyECQgJ5HIM457t7d5J2,268519,4
818,How Do You Talk To An Angel?,20 #1’s: 90s,Various Artists,4,3eDYPxBMuocJosbyJd73Of,False,0.497,0.524,9,-11.429,1,0.0316,0.281,2.32e-06,0.093,0.555,80.881,audio_features,3eDYPxBMuocJosbyJd73Of,spotify:track:3eDYPxBMuocJosbyJd73Of,https://api.spotify.com/v1/tracks/3eDYPxBMuocJosbyJd73Of,https://api.spotify.com/v1/audio-analysis/3eDYPxBMuocJosbyJd73Of,226573,4
819,How Do You Talk to an Angel (Re-Recorded),No.1 Urban Hits,Various Artists,6,2SEb0Pk1V6QnWauoDpluJw,False,0.555,0.378,9,-11.79,1,0.0289,0.0461,6.02e-06,0.107,0.37,80.894,audio_features,2SEb0Pk1V6QnWauoDpluJw,spotify:track:2SEb0Pk1V6QnWauoDpluJw,https://api.spotify.com/v1/tracks/2SEb0Pk1V6QnWauoDpluJw,https://api.spotify.com/v1/audio-analysis/2SEb0Pk1V6QnWauoDpluJw,268519,4
820,How Do You Talk to an Angel - Re-Recorded,#1 '90s Album,Various Artists,0,4B6x9oONnUKAAky2FPrthM,False,0.555,0.378,9,-11.79,1,0.0289,0.0457,6.02e-06,0.107,0.369,80.892,audio_features,4B6x9oONnUKAAky2FPrthM,spotify:track:4B6x9oONnUKAAky2FPrthM,https://api.spotify.com/v1/tracks/4B6x9oONnUKAAky2FPrthM,https://api.spotify.com/v1/audio-analysis/4B6x9oONnUKAAky2FPrthM,268519,4
821,How Do You Talk To An Angel (Re-recorded / Remastered),Valentines for Lovers,Various Artists,0,17n4EEXgqoq26fXqvBvvTo,False,0.555,0.378,9,-11.79,1,0.0289,0.0461,6.02e-06,0.107,0.37,80.894,audio_features,17n4EEXgqoq26fXqvBvvTo,spotify:track:17n4EEXgqoq26fXqvBvvTo,https://api.spotify.com/v1/tracks/17n4EEXgqoq26fXqvBvvTo,https://api.spotify.com/v1/audio-analysis/17n4EEXgqoq26fXqvBvvTo,268519,4
822,I Will Always Love You,The Bodyguard - Original Soundtrack Album,Whitney Houston,76,4eHbdreAnSOrDDsFfc4Fpm,False,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,audio_features,4eHbdreAnSOrDDsFfc4Fpm,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/tracks/4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/audio-analysis/4eHbdreAnSOrDDsFfc4Fpm,271093,4
823,I Will Always Love You - Film Version,I Wish You Love: More From The Bodyguard,Whitney Houston,47,6XQz4HwNIQZ652JFa7putY,False,0.343,0.281,4,-9.534,1,0.0368,0.605,0.000296,0.0951,0.121,133.454,audio_features,6XQz4HwNIQZ652JFa7putY,spotify:track:6XQz4HwNIQZ652JFa7putY,https://api.spotify.com/v1/tracks/6XQz4HwNIQZ652JFa7putY,https://api.spotify.com/v1/audio-analysis/6XQz4HwNIQZ652JFa7putY,274693,4
824,Down Under,The Best Of Men At Work: Contraband,Men At Work,71,46RVKt5Edm1zl0rXhPJZxz,False,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,audio_features,46RVKt5Edm1zl0rXhPJZxz,spotify:track:46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/tracks/46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/audio-analysis/46RVKt5Edm1zl0rXhPJZxz,220867,4
825,Down Under,Business As Usual,Men At Work,68,3ZZq9396zv8pcn5GYVhxUi,False,0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,audio_features,3ZZq9396zv8pcn5GYVhxUi,spotify:track:3ZZq9396zv8pcn5GYVhxUi,https://api.spotify.com/v1/tracks/3ZZq9396zv8pcn5GYVhxUi,https://api.spotify.com/v1/audio-analysis/3ZZq9396zv8pcn5GYVhxUi,222320,4
826,Down Under,The Essential Men At Work,Men At Work,50,5MTQHfYH4RkJMtmtBQmnEj,False,0.741,0.808,11,-4.367,0,0.026,0.0914,0.0147,0.0488,0.908,107.234,audio_features,5MTQHfYH4RkJMtmtBQmnEj,spotify:track:5MTQHfYH4RkJMtmtBQmnEj,https://api.spotify.com/v1/tracks/5MTQHfYH4RkJMtmtBQmnEj,https://api.spotify.com/v1/audio-analysis/5MTQHfYH4RkJMtmtBQmnEj,223760,4
827,Africa,Toto IV,TOTO,82,2374M0fQpWi3dLnB54qaLX,False,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
828,Africa,Greatest Hits: 40 Trips Around The Sun,TOTO,47,6QZo2TgclkUMwJgggi8QSQ,False,0.682,0.584,9,-9.507,1,0.031,0.182,0.000107,0.0468,0.709,92.793,audio_features,6QZo2TgclkUMwJgggi8QSQ,spotify:track:6QZo2TgclkUMwJgggi8QSQ,https://api.spotify.com/v1/tracks/6QZo2TgclkUMwJgggi8QSQ,https://api.spotify.com/v1/audio-analysis/6QZo2TgclkUMwJgggi8QSQ,295347,4
829,Africa,80s 100 Hits,Various Artists,54,28o8m1o9RGtySbmQJtAvym,False,0.668,0.43,9,-15.021,1,0.0311,0.415,8.9e-06,0.0569,0.772,92.428,audio_features,28o8m1o9RGtySbmQJtAvym,spotify:track:28o8m1o9RGtySbmQJtAvym,https://api.spotify.com/v1/tracks/28o8m1o9RGtySbmQJtAvym,https://api.spotify.com/v1/audio-analysis/28o8m1o9RGtySbmQJtAvym,260840,4
830,Flashdance... What A Feeling,Flashdance... What A Feeling,Irene Cara,49,0FIQjzPGk8eJd1cDRHRFWb,False,0.637,0.63,7,-8.166,0,0.0372,0.138,3.79e-06,0.214,0.59,124.913,audio_features,0FIQjzPGk8eJd1cDRHRFWb,spotify:track:0FIQjzPGk8eJd1cDRHRFWb,https://api.spotify.com/v1/tracks/0FIQjzPGk8eJd1cDRHRFWb,https://api.spotify.com/v1/audio-analysis/0FIQjzPGk8eJd1cDRHRFWb,234040,4
831,Flashdance... What A Feeling - 1995 Version,Dancing Queen,Various Artists,33,4XconBi4bnXcRxovs5zUKp,False,0.658,0.748,7,-6.159,0,0.0353,0.204,5.66e-06,0.138,0.662,129.03,audio_features,4XconBi4bnXcRxovs5zUKp,spotify:track:4XconBi4bnXcRxovs5zUKp,https://api.spotify.com/v1/tracks/4XconBi4bnXcRxovs5zUKp,https://api.spotify.com/v1/audio-analysis/4XconBi4bnXcRxovs5zUKp,229213,4
832,Flashdance... What A Feeling - '95 Version,Pride Hits 2021,Various Artists,12,1Zi81WNSK92pICpQvVPooN,False,0.658,0.748,7,-6.159,0,0.0353,0.204,5.66e-06,0.138,0.662,129.03,audio_features,1Zi81WNSK92pICpQvVPooN,spotify:track:1Zi81WNSK92pICpQvVPooN,https://api.spotify.com/v1/tracks/1Zi81WNSK92pICpQvVPooN,https://api.spotify.com/v1/audio-analysis/1Zi81WNSK92pICpQvVPooN,229213,4
833,Maniac,Flashdance (Original Soundtrack From The Motion Picture),Various Artists,74,0QKfiqpEU4h9ycPSzIFwYe,False,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,audio_features,0QKfiqpEU4h9ycPSzIFwYe,spotify:track:0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/tracks/0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/audio-analysis/0QKfiqpEU4h9ycPSzIFwYe,244707,4
834,"Tighten Up, Pt. 1",Tighten Up,Archie Bell & The Drells,48,6IIcvtmuGpWIasqOpyGlyY,False,0.708,0.441,11,-12.931,1,0.196,0.242,0.000147,0.0899,0.724,125.191,audio_features,6IIcvtmuGpWIasqOpyGlyY,spotify:track:6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/tracks/6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/audio-analysis/6IIcvtmuGpWIasqOpyGlyY,196000,4
835,Tighten Up,Atlantic Top 60: Sweat-Soaked Soul Classics,Various Artists,39,0qKCm8yeHoRJTpryDDQ9TT,False,0.624,0.695,11,-6.365,1,0.185,0.289,0.000259,0.144,0.787,122.938,audio_features,0qKCm8yeHoRJTpryDDQ9TT,spotify:track:0qKCm8yeHoRJTpryDDQ9TT,https://api.spotify.com/v1/tracks/0qKCm8yeHoRJTpryDDQ9TT,https://api.spotify.com/v1/audio-analysis/0qKCm8yeHoRJTpryDDQ9TT,191013,4
836,Tighten Up - Remastered,"Atlantic 60th: Soul, Sweat And Strut",Various Artists,26,2pBgtxhgqevCHEnJ7W5UKI,False,0.572,0.769,11,-6.183,1,0.0899,0.148,0.000469,0.0807,0.792,124.094,audio_features,2pBgtxhgqevCHEnJ7W5UKI,spotify:track:2pBgtxhgqevCHEnJ7W5UKI,https://api.spotify.com/v1/tracks/2pBgtxhgqevCHEnJ7W5UKI,https://api.spotify.com/v1/audio-analysis/2pBgtxhgqevCHEnJ7W5UKI,190533,4
837,Tighten Up - Pt. 2,Tighten Up,Archie Bell & The Drells,24,32LivoHcFQKDTU4p4zsRQg,False,0.64,0.531,11,-11.521,1,0.422,0.137,1.9e-06,0.184,0.93,117.888,audio_features,32LivoHcFQKDTU4p4zsRQg,spotify:track:32LivoHcFQKDTU4p4zsRQg,https://api.spotify.com/v1/tracks/32LivoHcFQKDTU4p4zsRQg,https://api.spotify.com/v1/audio-analysis/32LivoHcFQKDTU4p4zsRQg,167040,1
838,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Bookends,Simon & Garfunkel,74,0iOZM63lendWRTTeKhZBSC,False,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,audio_features,0iOZM63lendWRTTeKhZBSC,spotify:track:0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/tracks/0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/audio-analysis/0iOZM63lendWRTTeKhZBSC,244027,4
839,Mrs. Robinson,Forrest Gump - The Soundtrack,Various Artists,45,6iKSKHgjyeDhD8iisd4PLL,False,0.608,0.513,6,-11.124,0,0.0467,0.793,1.39e-05,0.107,0.796,91.946,audio_features,6iKSKHgjyeDhD8iisd4PLL,spotify:track:6iKSKHgjyeDhD8iisd4PLL,https://api.spotify.com/v1/tracks/6iKSKHgjyeDhD8iisd4PLL,https://api.spotify.com/v1/audio-analysis/6iKSKHgjyeDhD8iisd4PLL,230249,4
840,Mrs. Robinson,Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack,Various Artists,42,1B3GJK8724WmZVsWfnWHno,False,0.447,0.631,6,-9.198,0,0.0606,0.0615,0.139,0.449,0.821,91.659,audio_features,1B3GJK8724WmZVsWfnWHno,spotify:track:1B3GJK8724WmZVsWfnWHno,https://api.spotify.com/v1/tracks/1B3GJK8724WmZVsWfnWHno,https://api.spotify.com/v1/audio-analysis/1B3GJK8724WmZVsWfnWHno,216307,4
841,Mrs. Robinson - Single Mix,Greatest Hits,Simon & Garfunkel,37,0gFvkiT2afIcJwNxXQ7W51,False,0.602,0.456,6,-13.784,0,0.0489,0.721,2e-05,0.103,0.787,91.995,audio_features,0gFvkiT2afIcJwNxXQ7W51,spotify:track:0gFvkiT2afIcJwNxXQ7W51,https://api.spotify.com/v1/tracks/0gFvkiT2afIcJwNxXQ7W51,https://api.spotify.com/v1/audio-analysis/0gFvkiT2afIcJwNxXQ7W51,234347,4
842,"Mrs. Robinson - Live at Central Park, New York, NY - September 19, 1981",The Concert in Central Park (Live),Simon & Garfunkel,39,7H6Js93n0e96ljRB5orHmZ,False,0.514,0.792,11,-15.082,1,0.151,0.363,8.71e-06,0.991,0.358,102.676,audio_features,7H6Js93n0e96ljRB5orHmZ,spotify:track:7H6Js93n0e96ljRB5orHmZ,https://api.spotify.com/v1/tracks/7H6Js93n0e96ljRB5orHmZ,https://api.spotify.com/v1/audio-analysis/7H6Js93n0e96ljRB5orHmZ,243507,4
843,Mrs. Robinson - Version 2,The Graduate,Simon & Garfunkel,33,0Z8bVp8wkMa9OfL3buCdwC,False,0.557,0.308,0,-14.709,1,0.0492,0.738,0.000117,0.11,0.812,94.404,audio_features,0Z8bVp8wkMa9OfL3buCdwC,spotify:track:0Z8bVp8wkMa9OfL3buCdwC,https://api.spotify.com/v1/tracks/0Z8bVp8wkMa9OfL3buCdwC,https://api.spotify.com/v1/audio-analysis/0Z8bVp8wkMa9OfL3buCdwC,71013,4
844,Mrs. Robinson - Version 1,The Graduate,Simon & Garfunkel,27,2Aa7a2Fr6IAVzngTSoAUNx,False,0.62,0.306,0,-13.96,1,0.0278,0.897,0.521,0.116,0.456,92.533,audio_features,2Aa7a2Fr6IAVzngTSoAUNx,spotify:track:2Aa7a2Fr6IAVzngTSoAUNx,https://api.spotify.com/v1/tracks/2Aa7a2Fr6IAVzngTSoAUNx,https://api.spotify.com/v1/audio-analysis/2Aa7a2Fr6IAVzngTSoAUNx,73613,4
845,"Mrs. Robinson - Live at Southern Illinois University, Carbondale, IL - November 1969",Live 1969,Simon & Garfunkel,30,1yl142pb20kRLhwuj6GQDb,False,0.543,0.638,10,-15.195,1,0.546,0.779,2.74e-06,0.806,0.299,104.758,audio_features,1yl142pb20kRLhwuj6GQDb,spotify:track:1yl142pb20kRLhwuj6GQDb,https://api.spotify.com/v1/tracks/1yl142pb20kRLhwuj6GQDb,https://api.spotify.com/v1/audio-analysis/1yl142pb20kRLhwuj6GQDb,284920,4
846,"Mrs. Robinson - From ""The Graduate"" Soundtrack",The Best Of Simon & Garfunkel,Simon & Garfunkel,27,4WkWVWK7bDgpRQG2gBywNp,False,0.614,0.479,6,-12.815,0,0.044,0.775,1.52e-05,0.095,0.822,91.933,audio_features,4WkWVWK7bDgpRQG2gBywNp,spotify:track:4WkWVWK7bDgpRQG2gBywNp,https://api.spotify.com/v1/tracks/4WkWVWK7bDgpRQG2gBywNp,https://api.spotify.com/v1/audio-analysis/4WkWVWK7bDgpRQG2gBywNp,242573,4
847,"Mrs. Robinson - From ""The Graduate"" Soundtrack",The Essential Simon & Garfunkel,Simon & Garfunkel,25,0S7Ux03KYWTdKEdcPRWMSz,False,0.605,0.465,6,-13.377,0,0.0452,0.806,2.85e-05,0.0941,0.825,91.865,audio_features,0S7Ux03KYWTdKEdcPRWMSz,spotify:track:0S7Ux03KYWTdKEdcPRWMSz,https://api.spotify.com/v1/tracks/0S7Ux03KYWTdKEdcPRWMSz,https://api.spotify.com/v1/audio-analysis/0S7Ux03KYWTdKEdcPRWMSz,243293,4
848,Mrs. Robinson,Forrest Gump - The Soundtrack,Various Artists,16,2c4MFTY2cYHWFYdpFoKpwh,False,0.608,0.513,6,-11.124,0,0.0467,0.793,1.39e-05,0.106,0.796,91.946,audio_features,2c4MFTY2cYHWFYdpFoKpwh,spotify:track:2c4MFTY2cYHWFYdpFoKpwh,https://api.spotify.com/v1/tracks/2c4MFTY2cYHWFYdpFoKpwh,https://api.spotify.com/v1/audio-analysis/2c4MFTY2cYHWFYdpFoKpwh,230733,4
849,Grazing In The Grass,The Promise Of A Future,Hugh Masekela,46,2P6Buc8kWRgShx7aHIadqu,False,0.661,0.554,7,-12.241,0,0.0291,0.36,0.782,0.261,0.906,106.894,audio_features,2P6Buc8kWRgShx7aHIadqu,spotify:track:2P6Buc8kWRgShx7aHIadqu,https://api.spotify.com/v1/tracks/2P6Buc8kWRgShx7aHIadqu,https://api.spotify.com/v1/audio-analysis/2P6Buc8kWRgShx7aHIadqu,157773,4
850,Grazing In The Grass,Grazing In The Grass: The Best Of Hugh Masekela,Hugh Masekela,31,4ewr2YZx2pXsxDTC4mWFob,False,0.791,0.71,7,-6.604,0,0.0305,0.797,0.943,0.292,0.935,109.98,audio_features,4ewr2YZx2pXsxDTC4mWFob,spotify:track:4ewr2YZx2pXsxDTC4mWFob,https://api.spotify.com/v1/tracks/4ewr2YZx2pXsxDTC4mWFob,https://api.spotify.com/v1/audio-analysis/4ewr2YZx2pXsxDTC4mWFob,174067,4
851,Grazing In The Grass,Pure Sounds of Africa,Hugh Masekela,31,7iwbq7dsZKkg78y5WFh8XQ,False,0.698,0.884,7,-4.599,0,0.0315,0.442,0.414,0.285,0.945,110.048,audio_features,7iwbq7dsZKkg78y5WFh8XQ,spotify:track:7iwbq7dsZKkg78y5WFh8XQ,https://api.spotify.com/v1/tracks/7iwbq7dsZKkg78y5WFh8XQ,https://api.spotify.com/v1/audio-analysis/7iwbq7dsZKkg78y5WFh8XQ,175280,4
852,Grazing In The Grass,Best Of/20th Century,Hugh Masekela,19,6ltEROUPq7bgFLdivUcr5v,False,0.667,0.629,5,-9.348,1,0.0287,0.645,0.912,0.253,0.878,107.567,audio_features,6ltEROUPq7bgFLdivUcr5v,spotify:track:6ltEROUPq7bgFLdivUcr5v,https://api.spotify.com/v1/tracks/6ltEROUPq7bgFLdivUcr5v,https://api.spotify.com/v1/audio-analysis/6ltEROUPq7bgFLdivUcr5v,158013,4
853,Grazing In The Grass,Still Grazing,Hugh Masekela,31,5yIMfJOAacVK8EvObn3HsX,False,0.672,0.648,7,-7.934,0,0.027,0.517,0.893,0.274,0.921,107.498,audio_features,5yIMfJOAacVK8EvObn3HsX,spotify:track:5yIMfJOAacVK8EvObn3HsX,https://api.spotify.com/v1/tracks/5yIMfJOAacVK8EvObn3HsX,https://api.spotify.com/v1/audio-analysis/5yIMfJOAacVK8EvObn3HsX,157000,4
854,Grazing In The Grass,60's Gold,Various Artists,15,77R3mOaInbXGRjTjWlwjug,False,0.673,0.697,5,-6.953,1,0.0271,0.518,0.831,0.256,0.911,107.46,audio_features,77R3mOaInbXGRjTjWlwjug,spotify:track:77R3mOaInbXGRjTjWlwjug,https://api.spotify.com/v1/tracks/77R3mOaInbXGRjTjWlwjug,https://api.spotify.com/v1/audio-analysis/77R3mOaInbXGRjTjWlwjug,156947,4
855,Harper Valley Pta,The Music City Sessions,Jeannie C. Riley,20,4mjHSVgH9wLL1btWfqtxAl,False,0.763,0.667,4,-6.999,1,0.0332,0.612,0.00133,0.088,0.869,122.778,audio_features,4mjHSVgH9wLL1btWfqtxAl,spotify:track:4mjHSVgH9wLL1btWfqtxAl,https://api.spotify.com/v1/tracks/4mjHSVgH9wLL1btWfqtxAl,https://api.spotify.com/v1/audio-analysis/4mjHSVgH9wLL1btWfqtxAl,195547,4
856,Love Child,The Ultimate Collection: Diana Ross & The Supremes,Diana Ross & The Supremes,49,69EILuL34ggLWQsa626bes,False,0.574,0.96,9,-0.81,0,0.0455,0.125,2.27e-05,0.23,0.65,105.008,audio_features,69EILuL34ggLWQsa626bes,spotify:track:69EILuL34ggLWQsa626bes,https://api.spotify.com/v1/tracks/69EILuL34ggLWQsa626bes,https://api.spotify.com/v1/audio-analysis/69EILuL34ggLWQsa626bes,181573,4
857,I Heard It Through The Grapevine,In The Groove,Marvin Gaye,71,1tqT6DhmsrtQgyCKUwotiw,False,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,audio_features,1tqT6DhmsrtQgyCKUwotiw,spotify:track:1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/tracks/1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/audio-analysis/1tqT6DhmsrtQgyCKUwotiw,194293,4
858,I Heard It Through The Grapevine,Every Great Motown Hit Of Marvin Gaye,Marvin Gaye,55,37j56IWzpplKE5zrlQRmxc,False,0.724,0.346,3,-11.256,0,0.0366,0.199,0.0,0.111,0.637,117.188,audio_features,37j56IWzpplKE5zrlQRmxc,spotify:track:37j56IWzpplKE5zrlQRmxc,https://api.spotify.com/v1/tracks/37j56IWzpplKE5zrlQRmxc,https://api.spotify.com/v1/audio-analysis/37j56IWzpplKE5zrlQRmxc,196707,4
859,I Heard It Through The Grapevine,The Big Chill: 15th Anniversary,Various Artists,33,1y7mchVmPtLbRAhWCIGDL6,False,0.727,0.406,3,-8.942,0,0.0337,0.18,1.03e-06,0.109,0.663,117.3,audio_features,1y7mchVmPtLbRAhWCIGDL6,spotify:track:1y7mchVmPtLbRAhWCIGDL6,https://api.spotify.com/v1/tracks/1y7mchVmPtLbRAhWCIGDL6,https://api.spotify.com/v1/audio-analysis/1y7mchVmPtLbRAhWCIGDL6,301493,4
860,I Heard It Through The Grapevine - Knuckle G Remix,Remix The Classics (Vol. 2),Various Artists,33,36tjAdOymiANRPAE7HyXi1,False,0.731,0.627,1,-8.362,1,0.0385,0.00764,0.0119,0.0867,0.413,123.023,audio_features,36tjAdOymiANRPAE7HyXi1,spotify:track:36tjAdOymiANRPAE7HyXi1,https://api.spotify.com/v1/tracks/36tjAdOymiANRPAE7HyXi1,https://api.spotify.com/v1/audio-analysis/36tjAdOymiANRPAE7HyXi1,286958,4
861,Wannabe,Spice,Spice Girls,80,1Je1IMUlBXcx1Fz0WE7oPT,False,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,audio_features,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027,4
862,Hypnotize - 2014 Remaster,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,77,7KwZNVEaqikRSBSpyhXK2j,True,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,audio_features,7KwZNVEaqikRSBSpyhXK2j,spotify:track:7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/tracks/7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/audio-analysis/7KwZNVEaqikRSBSpyhXK2j,229827,4
863,Hypnotize - 2007 Remaster,Greatest Hits,The Notorious B.I.G.,70,6Tsu3OsuMz4KEGKbOYd6A0,True,0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.944,audio_features,6Tsu3OsuMz4KEGKbOYd6A0,spotify:track:6Tsu3OsuMz4KEGKbOYd6A0,https://api.spotify.com/v1/tracks/6Tsu3OsuMz4KEGKbOYd6A0,https://api.spotify.com/v1/audio-analysis/6Tsu3OsuMz4KEGKbOYd6A0,230000,4
