,artist_name,album_name,song_name,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1221,Invisible Touch - Single Version,Invisible Touch / The Last Domino,Genesis,8,3vRnsVnMnMjDDKVBYy0Bwl,False,0.683,0.76,0,-10.458,1,0.0281,0.33,0.0578,0.0706,0.804,131.059,audio_features,3vRnsVnMnMjDDKVBYy0Bwl,spotify:track:3vRnsVnMnMjDDKVBYy0Bwl,https://api.spotify.com/v1/tracks/3vRnsVnMnMjDDKVBYy0Bwl,https://api.spotify.com/v1/audio-analysis/3vRnsVnMnMjDDKVBYy0Bwl,207600,4
1222,Sledgehammer - 2012 Remaster,So (25th Anniversary Deluxe Edition),Peter Gabriel,56,4AUS8KNz7zX8XFu9L38GT0,False,0.641,0.682,8,-7.561,1,0.0392,0.044,0.0,0.0394,0.468,96.319,audio_features,4AUS8KNz7zX8XFu9L38GT0,spotify:track:4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/tracks/4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/audio-analysis/4AUS8KNz7zX8XFu9L38GT0,311986,4
1223,Sledgehammer - 2012 Remaster,So (2012 Remastered),Peter Gabriel,27,5dMaenJNgv1PPp8tSV3PN1,False,0.641,0.682,8,-7.561,1,0.0392,0.044,0.0,0.0394,0.468,96.319,audio_features,5dMaenJNgv1PPp8tSV3PN1,spotify:track:5dMaenJNgv1PPp8tSV3PN1,https://api.spotify.com/v1/tracks/5dMaenJNgv1PPp8tSV3PN1,https://api.spotify.com/v1/audio-analysis/5dMaenJNgv1PPp8tSV3PN1,311986,4
1224,Glory of Love,Solitude / Solitaire,Peter Cetera,71,1eyq8cjUQ2daFthW2PC2GM,False,0.518,0.585,5,-8.485,1,0.0279,0.0778,2.43e-06,0.31,0.312,144.998,audio_features,1eyq8cjUQ2daFthW2PC2GM,spotify:track:1eyq8cjUQ2daFthW2PC2GM,https://api.spotify.com/v1/tracks/1eyq8cjUQ2daFthW2PC2GM,https://api.spotify.com/v1/audio-analysis/1eyq8cjUQ2daFthW2PC2GM,258120,4
1225,Papa Don't Preach,True Blue (Reissue),Madonna,65,6A8OnjnpShshNpcqWtZRjr,False,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,audio_features,6A8OnjnpShshNpcqWtZRjr,spotify:track:6A8OnjnpShshNpcqWtZRjr,https://api.spotify.com/v1/tracks/6A8OnjnpShshNpcqWtZRjr,https://api.spotify.com/v1/audio-analysis/6A8OnjnpShshNpcqWtZRjr,268533,4
1226,Papa Don't Preach,Celebration (double disc version),Madonna,47,0Oa9Qtd0FuhcmLi3sWTF9F,False,0.796,0.908,5,-3.523,0,0.0326,0.553,0.0,0.04,0.962,121.976,audio_features,0Oa9Qtd0FuhcmLi3sWTF9F,spotify:track:0Oa9Qtd0FuhcmLi3sWTF9F,https://api.spotify.com/v1/tracks/0Oa9Qtd0FuhcmLi3sWTF9F,https://api.spotify.com/v1/audio-analysis/0Oa9Qtd0FuhcmLi3sWTF9F,269573,4
1227,Papa Don't Preach,The Immaculate Collection,Madonna,42,7u4YYDqgqEu7etjfwWy3u8,False,0.811,0.816,5,-8.423,0,0.0344,0.459,0.0,0.0543,0.944,121.915,audio_features,7u4YYDqgqEu7etjfwWy3u8,spotify:track:7u4YYDqgqEu7etjfwWy3u8,https://api.spotify.com/v1/tracks/7u4YYDqgqEu7etjfwWy3u8,https://api.spotify.com/v1/audio-analysis/7u4YYDqgqEu7etjfwWy3u8,249427,4
1228,Papa Don't Preach,True Blue (35th Anniversary Edition),Madonna,41,14hFngJ7gpBxIiiJ2hXofL,False,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,audio_features,14hFngJ7gpBxIiiJ2hXofL,spotify:track:14hFngJ7gpBxIiiJ2hXofL,https://api.spotify.com/v1/tracks/14hFngJ7gpBxIiiJ2hXofL,https://api.spotify.com/v1/audio-analysis/14hFngJ7gpBxIiiJ2hXofL,268533,4
1229,Papa Don't Preach - Extended Remix,True Blue (35th Anniversary Edition),Madonna,38,1ugEuNHG4fpG7IV7AulAEN,False,0.802,0.953,5,-5.588,0,0.0385,0.345,0.000284,0.0415,0.97,121.499,audio_features,1ugEuNHG4fpG7IV7AulAEN,spotify:track:1ugEuNHG4fpG7IV7AulAEN,https://api.spotify.com/v1/tracks/1ugEuNHG4fpG7IV7AulAEN,https://api.spotify.com/v1/audio-analysis/1ugEuNHG4fpG7IV7AulAEN,342627,4
1230,Papa Don't Preach,Celebration (Bonus Track Version),Madonna,17,0cab3HDZNzfQ0IC9ltJsIM,False,0.796,0.908,5,-3.523,0,0.0326,0.553,0.0,0.04,0.962,121.976,audio_features,0cab3HDZNzfQ0IC9ltJsIM,spotify:track:0cab3HDZNzfQ0IC9ltJsIM,https://api.spotify.com/v1/tracks/0cab3HDZNzfQ0IC9ltJsIM,https://api.spotify.com/v1/audio-analysis/0cab3HDZNzfQ0IC9ltJsIM,269573,4
1231,Papa Don't Preach - MDNA World Tour / Live 2012,MDNA World Tour,Madonna,30,3Xxruj2p3PpAJRBSeZRsmg,False,0.501,0.939,5,-3.512,0,0.0752,0.07,9.83e-05,0.842,0.511,121.866,audio_features,3Xxruj2p3PpAJRBSeZRsmg,spotify:track:3Xxruj2p3PpAJRBSeZRsmg,https://api.spotify.com/v1/tracks/3Xxruj2p3PpAJRBSeZRsmg,https://api.spotify.com/v1/audio-analysis/3Xxruj2p3PpAJRBSeZRsmg,110067,4
1232,Papa Don't Preach,Celebration,Madonna,22,6LTgCqrspcfHjOpl8OJukA,False,0.796,0.908,5,-3.523,0,0.0326,0.553,0.0,0.04,0.962,121.976,audio_features,6LTgCqrspcfHjOpl8OJukA,spotify:track:6LTgCqrspcfHjOpl8OJukA,https://api.spotify.com/v1/tracks/6LTgCqrspcfHjOpl8OJukA,https://api.spotify.com/v1/audio-analysis/6LTgCqrspcfHjOpl8OJukA,269573,4
1233,Higher Love,Back In The High Life,Steve Winwood,66,4ZExvJvQXPEeYzGU0N3THi,False,0.696,0.78,5,-12.159,1,0.0415,0.0427,0.149,0.298,0.954,98.699,audio_features,4ZExvJvQXPEeYzGU0N3THi,spotify:track:4ZExvJvQXPEeYzGU0N3THi,https://api.spotify.com/v1/tracks/4ZExvJvQXPEeYzGU0N3THi,https://api.spotify.com/v1/audio-analysis/4ZExvJvQXPEeYzGU0N3THi,351507,4
1234,Higher Love,Revolutions: The Very Best Of Steve Winwood,Steve Winwood,31,05zVpfGL1QJDBpSULS8llJ,False,0.68,0.859,5,-7.4,1,0.0525,0.0378,0.0883,0.359,0.937,98.656,audio_features,05zVpfGL1QJDBpSULS8llJ,spotify:track:05zVpfGL1QJDBpSULS8llJ,https://api.spotify.com/v1/tracks/05zVpfGL1QJDBpSULS8llJ,https://api.spotify.com/v1/audio-analysis/05zVpfGL1QJDBpSULS8llJ,348747,4
1235,Venus,True Confessions (Collector's Edition),Bananarama,66,4XX1pFUkQOZTYp6Hb6a6Ae,False,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,audio_features,4XX1pFUkQOZTYp6Hb6a6Ae,spotify:track:4XX1pFUkQOZTYp6Hb6a6Ae,https://api.spotify.com/v1/tracks/4XX1pFUkQOZTYp6Hb6a6Ae,https://api.spotify.com/v1/audio-analysis/4XX1pFUkQOZTYp6Hb6a6Ae,229165,4
1236,Take My Breath Away (as heard in Top Gun) (Re-Recorded / Remastered),Take My Breath Away (as heard in Top Gun) (Re-Recorded / Remastered),Berlin,68,28ZCSdsVrt0BCaBhRI0HXq,False,0.518,0.642,10,-6.009,0,0.025,0.172,4.04e-06,0.431,0.597,96.225,audio_features,28ZCSdsVrt0BCaBhRI0HXq,spotify:track:28ZCSdsVrt0BCaBhRI0HXq,https://api.spotify.com/v1/tracks/28ZCSdsVrt0BCaBhRI0HXq,https://api.spotify.com/v1/audio-analysis/28ZCSdsVrt0BCaBhRI0HXq,249250,4
1237,Take My Breath Away,Take My Breath Away,Berlin,63,1hZJcuz9iMoz6tLkFlIaUy,False,0.578,0.477,1,-8.119,1,0.0228,0.448,0.00031,0.124,0.511,95.892,audio_features,1hZJcuz9iMoz6tLkFlIaUy,spotify:track:1hZJcuz9iMoz6tLkFlIaUy,https://api.spotify.com/v1/tracks/1hZJcuz9iMoz6tLkFlIaUy,https://api.spotify.com/v1/audio-analysis/1hZJcuz9iMoz6tLkFlIaUy,264213,4
1238,True Colors,True Colors,Cyndi Lauper,69,2A6yzRGMgSQCUapR2ptm6A,False,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,audio_features,2A6yzRGMgSQCUapR2ptm6A,spotify:track:2A6yzRGMgSQCUapR2ptm6A,https://api.spotify.com/v1/tracks/2A6yzRGMgSQCUapR2ptm6A,https://api.spotify.com/v1/audio-analysis/2A6yzRGMgSQCUapR2ptm6A,227600,4
1239,Amanda,Third Stage,Boston,64,4gpext9x0CbdD9NWaa4nDj,False,0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,audio_features,4gpext9x0CbdD9NWaa4nDj,spotify:track:4gpext9x0CbdD9NWaa4nDj,https://api.spotify.com/v1/tracks/4gpext9x0CbdD9NWaa4nDj,https://api.spotify.com/v1/audio-analysis/4gpext9x0CbdD9NWaa4nDj,256200,4
1240,Walk Like an Egyptian,The Essential Bangles,The Bangles,63,1Jwc3ODLQxtbnS8M9TflSP,False,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,audio_features,1Jwc3ODLQxtbnS8M9TflSP,spotify:track:1Jwc3ODLQxtbnS8M9TflSP,https://api.spotify.com/v1/tracks/1Jwc3ODLQxtbnS8M9TflSP,https://api.spotify.com/v1/audio-analysis/1Jwc3ODLQxtbnS8M9TflSP,204707,4
1241,Walk Like an Egyptian,Different Light (Expanded Edition),The Bangles,54,5L6HNuXN71bfeuKXYtRasF,False,0.711,0.833,11,-12.756,1,0.0851,0.0144,3.46e-06,0.303,0.756,103.153,audio_features,5L6HNuXN71bfeuKXYtRasF,spotify:track:5L6HNuXN71bfeuKXYtRasF,https://api.spotify.com/v1/tracks/5L6HNuXN71bfeuKXYtRasF,https://api.spotify.com/v1/audio-analysis/5L6HNuXN71bfeuKXYtRasF,203227,4
1242,Walk Like an Egyptian,Different Light,The Bangles,27,4WoM3V2Vje4Qa2MNwkr7gK,False,0.711,0.788,11,-14.705,1,0.0825,0.0117,2.05e-06,0.311,0.757,103.172,audio_features,4WoM3V2Vje4Qa2MNwkr7gK,spotify:track:4WoM3V2Vje4Qa2MNwkr7gK,https://api.spotify.com/v1/tracks/4WoM3V2Vje4Qa2MNwkr7gK,https://api.spotify.com/v1/audio-analysis/4WoM3V2Vje4Qa2MNwkr7gK,204560,4
1243,Walk Like an Egyptian,Greatest Hits,The Bangles,27,5kT8VYnuLoZ5SZmrEvxNoY,False,0.718,0.912,11,-7.466,1,0.0902,0.00739,2.35e-05,0.3,0.735,103.017,audio_features,5kT8VYnuLoZ5SZmrEvxNoY,spotify:track:5kT8VYnuLoZ5SZmrEvxNoY,https://api.spotify.com/v1/tracks/5kT8VYnuLoZ5SZmrEvxNoY,https://api.spotify.com/v1/audio-analysis/5kT8VYnuLoZ5SZmrEvxNoY,203213,4
1244,Walk Like an Egyptian,Super Hits,The Bangles,27,2MXwoOsY6z1z5bcPGe3UcP,False,0.713,0.822,11,-11.075,1,0.0809,0.00274,4.17e-05,0.33,0.782,103.122,audio_features,2MXwoOsY6z1z5bcPGe3UcP,spotify:track:2MXwoOsY6z1z5bcPGe3UcP,https://api.spotify.com/v1/tracks/2MXwoOsY6z1z5bcPGe3UcP,https://api.spotify.com/v1/audio-analysis/2MXwoOsY6z1z5bcPGe3UcP,199773,4
1245,Walk Like an Egyptian - Dub Mix,Different Light (Expanded Edition),The Bangles,10,4e03a4NOrRB8vPudNzb2GE,False,0.751,0.816,4,-12.281,0,0.069,0.0292,0.0994,0.0994,0.695,103.266,audio_features,4e03a4NOrRB8vPudNzb2GE,spotify:track:4e03a4NOrRB8vPudNzb2GE,https://api.spotify.com/v1/tracks/4e03a4NOrRB8vPudNzb2GE,https://api.spotify.com/v1/audio-analysis/4e03a4NOrRB8vPudNzb2GE,317400,4
1246,Shake You Down,Super Hits,Gregory Abbott,17,5lJzl5YSegWwhAxdlkHSy8,False,0.787,0.487,11,-9.944,0,0.0271,0.498,0.0,0.291,0.798,94.943,audio_features,5lJzl5YSegWwhAxdlkHSy8,spotify:track:5lJzl5YSegWwhAxdlkHSy8,https://api.spotify.com/v1/tracks/5lJzl5YSegWwhAxdlkHSy8,https://api.spotify.com/v1/audio-analysis/5lJzl5YSegWwhAxdlkHSy8,244440,4
1247,Open Your Heart,Celebration (double disc version),Madonna,53,3kme5Qos8h04yrKxsgur79,False,0.656,0.899,5,-5.039,1,0.0565,0.0261,0.0,0.0936,0.865,113.239,audio_features,3kme5Qos8h04yrKxsgur79,spotify:track:3kme5Qos8h04yrKxsgur79,https://api.spotify.com/v1/tracks/3kme5Qos8h04yrKxsgur79,https://api.spotify.com/v1/audio-analysis/3kme5Qos8h04yrKxsgur79,229280,4
1248,Open Your Heart,The Immaculate Collection,Madonna,42,1AMZVcZvuPKqxm822W8PGV,False,0.671,0.752,5,-10.03,1,0.0418,0.0158,0.0,0.103,0.847,113.065,audio_features,1AMZVcZvuPKqxm822W8PGV,spotify:track:1AMZVcZvuPKqxm822W8PGV,https://api.spotify.com/v1/tracks/1AMZVcZvuPKqxm822W8PGV,https://api.spotify.com/v1/audio-analysis/1AMZVcZvuPKqxm822W8PGV,231133,4
1249,Open Your Heart - Extended Version,True Blue (35th Anniversary Edition),Madonna,43,5BxtOiYxMqK8LEuOXgxpIC,False,0.727,0.915,5,-6.518,1,0.0451,0.501,0.0623,0.19,0.955,113.002,audio_features,5BxtOiYxMqK8LEuOXgxpIC,spotify:track:5BxtOiYxMqK8LEuOXgxpIC,https://api.spotify.com/v1/tracks/5BxtOiYxMqK8LEuOXgxpIC,https://api.spotify.com/v1/audio-analysis/5BxtOiYxMqK8LEuOXgxpIC,634840,4
1250,Open Your Heart,True Blue (35th Anniversary Edition),Madonna,40,207xjOnbOovZCmVL5YmZUs,False,0.624,0.951,7,-3.819,0,0.0572,0.049,4.73e-06,0.195,0.795,113.915,audio_features,207xjOnbOovZCmVL5YmZUs,spotify:track:207xjOnbOovZCmVL5YmZUs,https://api.spotify.com/v1/tracks/207xjOnbOovZCmVL5YmZUs,https://api.spotify.com/v1/audio-analysis/207xjOnbOovZCmVL5YmZUs,253453,4
1251,Open Your Heart - Dub,True Blue (35th Anniversary Edition),Madonna,38,4bYIaITkA7eACMg2BXu3H7,False,0.793,0.917,5,-9.075,1,0.0647,0.63,0.431,0.0527,0.948,112.451,audio_features,4bYIaITkA7eACMg2BXu3H7,spotify:track:4bYIaITkA7eACMg2BXu3H7,https://api.spotify.com/v1/tracks/4bYIaITkA7eACMg2BXu3H7,https://api.spotify.com/v1/audio-analysis/4bYIaITkA7eACMg2BXu3H7,400093,4
1252,Lean on Me - Rerecorded,Greatest Hits (Rerecorded),Club Nouveau,41,3Xc9bjr5C5xQBi7g535otV,False,0.748,0.629,0,-8.42,1,0.066,0.0168,0.0,0.0991,0.919,182.448,audio_features,3Xc9bjr5C5xQBi7g535otV,spotify:track:3Xc9bjr5C5xQBi7g535otV,https://api.spotify.com/v1/tracks/3Xc9bjr5C5xQBi7g535otV,https://api.spotify.com/v1/audio-analysis/3Xc9bjr5C5xQBi7g535otV,294947,4
1253,Nothing's Gonna Stop Us Now,No Protection,Starship,75,3X7uFMzJrEE0sxn62qd8Ch,False,0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99,audio_features,3X7uFMzJrEE0sxn62qd8Ch,spotify:track:3X7uFMzJrEE0sxn62qd8Ch,https://api.spotify.com/v1/tracks/3X7uFMzJrEE0sxn62qd8Ch,https://api.spotify.com/v1/audio-analysis/3X7uFMzJrEE0sxn62qd8Ch,270333,4
1254,You Keep Me Hangin' On,Never Say Never,Kim Wilde,35,37TmAdHOXJwrhbq84v4nN5,False,0.648,0.944,7,-4.018,0,0.081,0.0342,0.0,0.177,0.537,134.041,audio_features,37TmAdHOXJwrhbq84v4nN5,spotify:track:37TmAdHOXJwrhbq84v4nN5,https://api.spotify.com/v1/tracks/37TmAdHOXJwrhbq84v4nN5,https://api.spotify.com/v1/audio-analysis/37TmAdHOXJwrhbq84v4nN5,190627,4
1255,I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,80,2tUBqZG2AbRi7Q0BIrVrEj,False,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4
1256,I Wanna Dance with Somebody (Who Loves Me),I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,44,084rSHN2xIfUrwShDgzk1Q,False,0.711,0.807,1,-8.817,1,0.0456,0.206,0.000387,0.0854,0.861,118.819,audio_features,084rSHN2xIfUrwShDgzk1Q,spotify:track:084rSHN2xIfUrwShDgzk1Q,https://api.spotify.com/v1/tracks/084rSHN2xIfUrwShDgzk1Q,https://api.spotify.com/v1/audio-analysis/084rSHN2xIfUrwShDgzk1Q,290427,4
1257,Alone,Bad Animals,Heart,73,54b8qPFqYqIndfdxiLApea,False,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,audio_features,54b8qPFqYqIndfdxiLApea,spotify:track:54b8qPFqYqIndfdxiLApea,https://api.spotify.com/v1/tracks/54b8qPFqYqIndfdxiLApea,https://api.spotify.com/v1/audio-analysis/54b8qPFqYqIndfdxiLApea,218733,4
1258,Shakedown,Greatest Hits 2,Bob Seger,50,303oOLP2Jf6M4rke52qItM,False,0.571,0.944,2,-5.365,1,0.072,0.0323,3.26e-06,0.308,0.498,170.696,audio_features,303oOLP2Jf6M4rke52qItM,spotify:track:303oOLP2Jf6M4rke52qItM,https://api.spotify.com/v1/tracks/303oOLP2Jf6M4rke52qItM,https://api.spotify.com/v1/audio-analysis/303oOLP2Jf6M4rke52qItM,241947,4
1259,Shakedown - Live,Shakedown (Live),Bob Seger,35,0mPsLXBPGiP4iCwEm35Xg7,False,0.417,0.962,8,-3.003,1,0.092,0.0385,3.9e-05,0.983,0.575,171.626,audio_features,0mPsLXBPGiP4iCwEm35Xg7,spotify:track:0mPsLXBPGiP4iCwEm35Xg7,https://api.spotify.com/v1/tracks/0mPsLXBPGiP4iCwEm35Xg7,https://api.spotify.com/v1/audio-analysis/0mPsLXBPGiP4iCwEm35Xg7,246091,4
1260,I Still Haven't Found What I'm Looking For,The Joshua Tree (Super Deluxe),U2,75,6wpGqhRvJGNNXwWlPmkMyO,False,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,audio_features,6wpGqhRvJGNNXwWlPmkMyO,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/tracks/6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/audio-analysis/6wpGqhRvJGNNXwWlPmkMyO,277477,4
1261,I Still Haven't Found What I'm Looking For - Remastered 2007,The Joshua Tree,U2,57,3MRQ3CSjoiV1HFil8ykM9M,False,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,audio_features,3MRQ3CSjoiV1HFil8ykM9M,spotify:track:3MRQ3CSjoiV1HFil8ykM9M,https://api.spotify.com/v1/tracks/3MRQ3CSjoiV1HFil8ykM9M,https://api.spotify.com/v1/audio-analysis/3MRQ3CSjoiV1HFil8ykM9M,277480,4
1262,I Still Haven't Found What I'm Looking For,The Best Of 1980 - 1990,U2,48,6DYkUnYPg4Q1jRzCOzqwmP,False,0.564,0.789,1,-8.098,1,0.0353,0.0105,0.00338,0.0826,0.659,100.646,audio_features,6DYkUnYPg4Q1jRzCOzqwmP,spotify:track:6DYkUnYPg4Q1jRzCOzqwmP,https://api.spotify.com/v1/tracks/6DYkUnYPg4Q1jRzCOzqwmP,https://api.spotify.com/v1/audio-analysis/6DYkUnYPg4Q1jRzCOzqwmP,277867,4
1263,I Still Haven't Found What I'm Looking For - Live - Rattle & Hum Version,Rattle And Hum,U2,46,2yRJduHjhAu85Y3dO5Ftz6,False,0.247,0.565,11,-14.435,1,0.064,0.515,5.13e-06,0.98,0.485,103.001,audio_features,2yRJduHjhAu85Y3dO5Ftz6,spotify:track:2yRJduHjhAu85Y3dO5Ftz6,https://api.spotify.com/v1/tracks/2yRJduHjhAu85Y3dO5Ftz6,https://api.spotify.com/v1/audio-analysis/2yRJduHjhAu85Y3dO5Ftz6,355493,4
1264,I Still Haven't Found What I'm Looking For,U218 Singles,U2,36,49Nm3tdtTOZ0nwGDGcqK5w,False,0.564,0.84,1,-6.116,1,0.0343,0.012,0.00339,0.0949,0.663,100.649,audio_features,49Nm3tdtTOZ0nwGDGcqK5w,spotify:track:49Nm3tdtTOZ0nwGDGcqK5w,https://api.spotify.com/v1/tracks/49Nm3tdtTOZ0nwGDGcqK5w,https://api.spotify.com/v1/audio-analysis/49Nm3tdtTOZ0nwGDGcqK5w,277333,4
1265,I Still Haven't Found What I'm Looking For,The Joshua Tree (Deluxe),U2,30,4GW8K6bDiiJGEgGP2xswbm,False,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,audio_features,4GW8K6bDiiJGEgGP2xswbm,spotify:track:4GW8K6bDiiJGEgGP2xswbm,https://api.spotify.com/v1/tracks/4GW8K6bDiiJGEgGP2xswbm,https://api.spotify.com/v1/audio-analysis/4GW8K6bDiiJGEgGP2xswbm,277477,4
1266,I Still Haven't Found What I'm Looking For,U218 Singles (Deluxe Version),U2,30,4yFtA0RDkhEghAdSpjOP5u,False,0.564,0.84,1,-6.116,1,0.0343,0.012,0.00339,0.0949,0.663,100.649,audio_features,4yFtA0RDkhEghAdSpjOP5u,spotify:track:4yFtA0RDkhEghAdSpjOP5u,https://api.spotify.com/v1/tracks/4yFtA0RDkhEghAdSpjOP5u,https://api.spotify.com/v1/audio-analysis/4yFtA0RDkhEghAdSpjOP5u,277333,4
1267,Who's That Girl,Who's That Girl Soundtrack,Madonna,54,3G0NNqwQ1sqRpySr6soHlH,False,0.625,0.646,9,-13.592,0,0.0389,0.214,0.0533,0.0525,0.826,103.893,audio_features,3G0NNqwQ1sqRpySr6soHlH,spotify:track:3G0NNqwQ1sqRpySr6soHlH,https://api.spotify.com/v1/tracks/3G0NNqwQ1sqRpySr6soHlH,https://api.spotify.com/v1/audio-analysis/3G0NNqwQ1sqRpySr6soHlH,239173,4
1268,Who's That Girl,Celebration (double disc version),Madonna,39,16cb7NuPz7j0BrQGXKo3zd,False,0.612,0.857,9,-6.464,0,0.0383,0.25,0.0883,0.0916,0.812,103.833,audio_features,16cb7NuPz7j0BrQGXKo3zd,spotify:track:16cb7NuPz7j0BrQGXKo3zd,https://api.spotify.com/v1/tracks/16cb7NuPz7j0BrQGXKo3zd,https://api.spotify.com/v1/audio-analysis/16cb7NuPz7j0BrQGXKo3zd,238773,4
1269,Who's That Girl,Celebration (Bonus Track Version),Madonna,12,31CTQaykhUz7cPvbUC2kxC,False,0.612,0.857,9,-6.464,0,0.0383,0.25,0.0883,0.0916,0.812,103.833,audio_features,31CTQaykhUz7cPvbUC2kxC,spotify:track:31CTQaykhUz7cPvbUC2kxC,https://api.spotify.com/v1/tracks/31CTQaykhUz7cPvbUC2kxC,https://api.spotify.com/v1/audio-analysis/31CTQaykhUz7cPvbUC2kxC,238773,4
1270,La Bamba,La Bamba / Charlena,Los Lobos,64,0uMMLry3hzWGn3q3loqMkm,False,0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,audio_features,0uMMLry3hzWGn3q3loqMkm,spotify:track:0uMMLry3hzWGn3q3loqMkm,https://api.spotify.com/v1/tracks/0uMMLry3hzWGn3q3loqMkm,https://api.spotify.com/v1/audio-analysis/0uMMLry3hzWGn3q3loqMkm,174187,4
1271,La Bamba,Just Another Band From East L.A.: A Collection,Los Lobos,57,6uU5OBhGUE1ngSKDj4wtoq,False,0.348,0.751,0,-12.823,1,0.0494,0.0699,0.000738,0.208,0.886,156.509,audio_features,6uU5OBhGUE1ngSKDj4wtoq,spotify:track:6uU5OBhGUE1ngSKDj4wtoq,https://api.spotify.com/v1/tracks/6uU5OBhGUE1ngSKDj4wtoq,https://api.spotify.com/v1/audio-analysis/6uU5OBhGUE1ngSKDj4wtoq,172733,4
1272,Here I Go Again - 2018 Remaster,Whitesnake (2018 Remaster),Whitesnake,64,1qOU8KzFifXE9YrgjVwYvc,False,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,audio_features,1qOU8KzFifXE9YrgjVwYvc,spotify:track:1qOU8KzFifXE9YrgjVwYvc,https://api.spotify.com/v1/tracks/1qOU8KzFifXE9YrgjVwYvc,https://api.spotify.com/v1/audio-analysis/1qOU8KzFifXE9YrgjVwYvc,275395,4
1273,Here I Go Again - Radio Mix,Whitesnake (30th Anniversary Super Deluxe Edition),Whitesnake,52,6m8FEpCFkSrzhH1W3R2yKU,False,0.48,0.887,7,-4.91,1,0.0319,0.147,0.00011,0.33,0.69,92.971,audio_features,6m8FEpCFkSrzhH1W3R2yKU,spotify:track:6m8FEpCFkSrzhH1W3R2yKU,https://api.spotify.com/v1/tracks/6m8FEpCFkSrzhH1W3R2yKU,https://api.spotify.com/v1/audio-analysis/6m8FEpCFkSrzhH1W3R2yKU,232133,4
1274,Here I Go Again - 1987 Version; 2017 Remaster,Whitesnake (30th Anniversary Super Deluxe Edition),Whitesnake,39,6e5QLlTaBHxMhUDd8E19vs,False,0.384,0.846,7,-5.591,1,0.0365,0.151,7.73e-05,0.0913,0.272,90.172,audio_features,6e5QLlTaBHxMhUDd8E19vs,spotify:track:6e5QLlTaBHxMhUDd8E19vs,https://api.spotify.com/v1/tracks/6e5QLlTaBHxMhUDd8E19vs,https://api.spotify.com/v1/audio-analysis/6e5QLlTaBHxMhUDd8E19vs,275693,4
1275,I Think We're Alone Now,Tiffany,Tiffany,68,4uvjOKsp7mSjrDhWdkLPBY,False,0.752,0.723,7,-12.126,1,0.0507,0.025,0.00354,0.0212,0.94,130.519,audio_features,4uvjOKsp7mSjrDhWdkLPBY,spotify:track:4uvjOKsp7mSjrDhWdkLPBY,https://api.spotify.com/v1/tracks/4uvjOKsp7mSjrDhWdkLPBY,https://api.spotify.com/v1/audio-analysis/4uvjOKsp7mSjrDhWdkLPBY,228840,4
1276,I Think We're Alone Now - Re-Recorded,I Think We're Alone Now (Re-Recorded),Tiffany,29,2OYqYJrEBxUGYlo1NYVGqy,False,0.647,0.824,7,-4.105,1,0.0383,0.000503,2.9e-05,0.141,0.624,134.985,audio_features,2OYqYJrEBxUGYlo1NYVGqy,spotify:track:2OYqYJrEBxUGYlo1NYVGqy,https://api.spotify.com/v1/tracks/2OYqYJrEBxUGYlo1NYVGqy,https://api.spotify.com/v1/audio-analysis/2OYqYJrEBxUGYlo1NYVGqy,273440,4
